loan_id,customer_id,loan_purpose,loan_amount,outstanding_balance,interest_rate,tenure_months,emi_amount,disbursal_date,loan_status
LN04392,CUST04392,Home Loan,2314000,1347589.82,8.09,84,36170.35,2023-07-12,60 DPD
LN04393,CUST04393,Home Loan,3404000,2447457.82,9.11,48,84886.59,2020-09-17,Active
LN04394,CUST04394,Business Loan,1174000,633518.22,13.15,24,55896.85,2020-06-15,60 DPD
LN04395,CUST04395,Education Loan,385000,250876.96,9.29,84,6251.11,2019-08-17,Active
LN04396,CUST04396,Home Loan,3233000,2408193.8,8.86,48,80238.59,2020-05-27,Active
LN04397,CUST04397,Auto Loan,689000,466079.49,9.64,48,17355.94,2023-12-20,Active
LN04398,CUST04398,Auto Loan,713000,384985.6,10.06,36,23026.59,2021-03-16,60 DPD
LN04399,CUST04399,Home Loan,1807000,1206350.03,8.4,12,157522.49,2021-11-09,30 DPD
LN04400,CUST04400,Home Loan,2652000,1828887.68,9.27,84,43032.52,2019-09-17,Active
LN04401,CUST04401,Home Loan,3209000,2068918.59,8.06,24,145222.21,2023-11-14,30 DPD
LN04402,CUST04402,Education Loan,464000,309698.81,8.96,60,9622.87,2021-06-10,Active
LN04403,CUST04403,Personal Loan,442000,237574.57,13.34,12,39548.78,2021-10-05,90+ DPD
LN04404,CUST04404,Home Loan,3177000,2194758.64,9.03,60,65995.56,2020-09-05,Active
LN04405,CUST04405,Home Loan,1874000,599265.04,7.86,48,45626.76,2019-07-16,Written-Off
LN04406,CUST04406,Business Loan,1078000,695063.52,11.05,60,23465.22,2020-01-25,Active
LN04407,CUST04407,Education Loan,294000,210842.83,10.44,24,13626.39,2020-12-03,Active
LN04408,CUST04408,Personal Loan,213000,148751.82,11.72,36,7046.2,2019-12-12,Active
LN04409,CUST04409,Business Loan,478000,290102.62,10.96,24,22269.67,2020-10-02,60 DPD
LN04410,CUST04410,Home Loan,1295000,844156.5,10.23,60,27661.71,2022-02-25,Active
LN04411,CUST04411,Auto Loan,638000,434792.55,8.6,24,29029.91,2019-04-24,Active
LN04412,CUST04412,Personal Loan,283000,188500.52,13.15,60,6460.87,2021-08-16,Active
LN04413,CUST04413,Personal Loan,320000,185468.28,12.98,24,15210.38,2022-05-15,60 DPD
LN04414,CUST04414,Business Loan,731000,339774.04,10.16,180,7927.07,2021-04-27,90+ DPD
LN04415,CUST04415,Education Loan,625000,468230.56,8.7,48,15464.27,2022-02-02,Active
LN04416,CUST04416,Home Loan,2340000,1679790.77,8.71,24,106591.21,2020-12-26,Active
LN04417,CUST04417,Home Loan,2733000,1859511.79,9.1,12,239131.64,2020-12-09,Active
LN04418,CUST04418,Personal Loan,50000,33946.84,14.38,48,1375.87,2022-04-09,Active
LN04419,CUST04419,Education Loan,500000,345778.01,9.2,120,6388.04,2019-09-18,Active
LN04420,CUST04420,Home Loan,3090000,2212471.29,7.02,24,138375.29,2022-09-07,Active
LN04421,CUST04421,Auto Loan,222000,156297.28,10.04,84,3690.05,2023-12-07,Active
LN04422,CUST04422,Business Loan,1010000,698872.04,13.1,48,27145.93,2022-04-02,Active
LN04423,CUST04423,Home Loan,1908000,1140853.56,9.72,120,24919.45,2022-06-15,30 DPD
LN04424,CUST04424,Business Loan,1462000,870952.43,12.79,120,21648.52,2020-11-05,30 DPD
LN04425,CUST04425,Home Loan,1535000,1136705.55,7.41,240,12281.52,2021-07-29,Active
LN04426,CUST04426,Auto Loan,1154000,807292.61,9.84,24,53166.06,2023-04-08,Active
LN04427,CUST04427,Education Loan,694000,487701.18,9.68,84,11406.8,2023-09-22,Active
LN04428,CUST04428,Personal Loan,310000,153157.85,13.81,24,14856.18,2022-08-19,90+ DPD
LN04429,CUST04429,Home Loan,1423000,1020524.48,7.08,48,34128.35,2021-06-30,Active
LN04430,CUST04430,Business Loan,862000,627259.36,13.64,60,19896.71,2019-06-14,Active
LN04431,CUST04431,Home Loan,3015000,2061549.95,9.56,48,75832.67,2020-02-23,Active
LN04432,CUST04432,Personal Loan,310000,199460.21,13.5,60,7133.05,2022-06-17,Active
LN04433,CUST04433,Personal Loan,201000,133845.18,13.6,180,2623.0,2020-07-05,Active
LN04434,CUST04434,Personal Loan,400000,291972.92,13.1,120,5996.05,2023-04-01,Active
LN04435,CUST04435,Personal Loan,291000,95131.01,14.49,48,8023.72,2019-07-16,Written-Off
LN04436,CUST04436,Personal Loan,325000,239409.44,12.57,60,7323.41,2022-07-14,Active
LN04437,CUST04437,Home Loan,3246000,2208731.37,8.59,12,283250.71,2021-12-10,Active
LN04438,CUST04438,Auto Loan,885000,595546.28,9.33,60,18513.21,2023-10-23,Active
LN04439,CUST04439,Home Loan,3310000,1519671.06,8.49,60,67893.77,2022-10-23,90+ DPD
LN04440,CUST04440,Home Loan,3024000,1989106.84,9.44,84,49331.33,2022-10-21,Active
LN04441,CUST04441,Personal Loan,240000,162049.32,12.99,180,3035.0,2023-01-22,Active
LN04442,CUST04442,Personal Loan,296000,173486.85,13.64,36,10064.9,2019-08-26,30 DPD
LN04443,CUST04443,Home Loan,3512000,2477776.89,8.4,180,34378.5,2022-09-21,Active
LN04444,CUST04444,Personal Loan,179000,134042.9,12.91,84,3247.61,2022-09-30,Active
LN04445,CUST04445,Personal Loan,198000,127521.64,13.01,24,9414.21,2021-08-03,Active
LN04446,CUST04446,Personal Loan,349000,237873.53,13.01,48,9364.53,2019-11-19,Active
LN04447,CUST04447,Auto Loan,681000,464788.84,8.56,60,13991.46,2020-12-07,Active
LN04448,CUST04448,Gold Loan,75000,48401.7,8.87,48,1861.75,2021-12-24,Active
LN04449,CUST04449,Personal Loan,363000,172069.88,13.56,24,17353.32,2019-01-12,90+ DPD
LN04450,CUST04450,Education Loan,568000,391036.79,8.29,60,11595.99,2021-06-21,Active
LN04451,CUST04451,Home Loan,4476000,3334625.96,8.14,24,202723.28,2021-07-27,Active
LN04452,CUST04452,Education Loan,529000,371170.18,9.32,180,5466.64,2021-10-01,Active
LN04453,CUST04453,Auto Loan,1145000,534814.99,10.65,120,15546.38,2022-10-07,90+ DPD
LN04454,CUST04454,Auto Loan,907000,470838.22,11.38,60,19892.7,2023-12-19,90+ DPD
LN04455,CUST04455,Business Loan,435000,204330.26,12.31,24,20539.99,2022-09-17,NPA
LN04456,CUST04456,Home Loan,2523000,1837803.62,7.4,60,50435.94,2021-06-20,Active
LN04457,CUST04457,Personal Loan,294000,154433.8,12.76,60,6653.34,2023-04-23,90+ DPD
LN04458,CUST04458,Home Loan,2433000,1773224.64,8.56,120,30243.85,2019-06-16,Active
LN04459,CUST04459,Auto Loan,519000,343871.41,9.64,24,23863.07,2023-11-01,Active
LN04460,CUST04460,Business Loan,1241000,792508.08,11.97,84,21887.14,2023-01-07,30 DPD
LN04461,CUST04461,Personal Loan,269000,112901.64,14.16,60,6281.5,2020-09-08,NPA
LN04462,CUST04462,Personal Loan,406000,273822.98,13.36,36,13750.25,2023-06-09,Active
LN04463,CUST04463,Auto Loan,916000,626950.07,11.96,24,43102.19,2022-04-28,Active
LN04464,CUST04464,Home Loan,2321000,1146541.54,7.24,84,35303.04,2022-01-20,90+ DPD
LN04465,CUST04465,Home Loan,2045000,1404427.54,8.93,48,50821.97,2020-10-28,Active
LN04466,CUST04466,Personal Loan,250000,181411.27,12.17,240,2782.4,2021-05-30,Active
LN04467,CUST04467,Personal Loan,302000,213595.78,12.82,120,4477.18,2023-03-31,Active
LN04468,CUST04468,Personal Loan,329000,189906.3,14.17,60,7684.28,2023-12-30,60 DPD
LN04469,CUST04469,Home Loan,2164000,1566680.43,7.0,60,42849.79,2019-04-06,Active
LN04470,CUST04470,Personal Loan,263000,173784.48,13.74,36,8955.54,2021-03-24,Active
LN04471,CUST04471,Business Loan,1086000,479402.35,11.01,120,14965.8,2019-08-14,NPA
LN04472,CUST04472,Home Loan,3275000,1730083.73,8.44,60,67096.97,2023-03-04,90+ DPD
LN04473,CUST04473,Auto Loan,751000,437886.96,9.5,60,15772.4,2023-07-12,60 DPD
LN04474,CUST04474,Auto Loan,694000,511138.42,10.01,120,9175.1,2022-05-07,Active
LN04475,CUST04475,Business Loan,1071000,737370.11,12.32,12,95317.45,2020-10-14,Active
LN04476,CUST04476,Auto Loan,323000,109079.9,10.85,60,6998.66,2020-11-23,Written-Off
LN04477,CUST04477,Auto Loan,651000,393939.98,10.11,60,13867.09,2019-06-16,30 DPD
LN04478,CUST04478,Education Loan,312000,229359.42,9.99,36,10065.9,2022-02-12,Active
LN04479,CUST04479,Home Loan,2091000,1402803.61,8.45,24,95000.0,2021-04-07,Active
LN04480,CUST04480,Auto Loan,508000,219721.76,8.93,60,10527.99,2021-06-23,NPA
LN04481,CUST04481,Personal Loan,216000,155139.24,12.59,60,4869.45,2022-02-03,Active
LN04482,CUST04482,Personal Loan,211000,123840.1,14.69,48,5839.18,2021-06-08,60 DPD
LN04483,CUST04483,Home Loan,4244000,2730665.02,7.52,120,50421.34,2019-01-04,Active
LN04484,CUST04484,Home Loan,2458000,1158120.74,8.65,48,60759.75,2019-09-02,90+ DPD
LN04485,CUST04485,Home Loan,3403000,1449607.35,8.64,60,70047.6,2023-12-18,NPA
LN04486,CUST04486,Auto Loan,860000,644987.04,10.09,36,27786.13,2022-03-09,Active
LN04487,CUST04487,Business Loan,1207000,881140.25,12.82,12,107704.05,2022-01-05,Active
LN04488,CUST04488,Home Loan,2908000,2087777.72,7.98,48,70965.48,2021-06-12,Active
LN04489,CUST04489,Home Loan,4064000,2465443.98,8.33,60,83046.6,2019-02-19,60 DPD
LN04490,CUST04490,Gold Loan,169000,120802.78,8.73,84,2695.95,2020-10-14,Active
LN04491,CUST04491,Auto Loan,326000,189662.06,8.19,48,7987.72,2020-11-22,60 DPD
LN04492,CUST04492,Business Loan,948000,700140.77,11.39,36,31211.68,2021-10-11,Active
LN04493,CUST04493,Home Loan,1715000,1151571.25,9.35,60,35892.61,2023-02-07,Active
LN04494,CUST04494,Education Loan,290000,184932.37,11.12,48,7512.11,2019-12-14,Active
LN04495,CUST04495,Education Loan,565000,405631.31,10.26,36,18300.01,2021-09-04,Active
LN04496,CUST04496,Home Loan,944000,618379.24,8.81,180,9468.27,2020-04-29,Active
LN04497,CUST04497,Home Loan,2581000,1728791.28,7.4,60,51595.38,2019-07-27,Active
LN04498,CUST04498,Home Loan,1264000,922760.15,8.65,36,39989.28,2023-07-11,Active
LN04499,CUST04499,Home Loan,2368000,1236122.33,8.58,84,37596.13,2020-10-22,90+ DPD
LN04500,CUST04500,Gold Loan,185000,127818.74,10.87,120,2534.78,2022-04-21,Active
LN04501,CUST04501,Personal Loan,241000,156466.34,12.1,84,4267.21,2023-03-26,Active
LN04502,CUST04502,Education Loan,323000,156061.68,8.5,60,6626.84,2021-08-31,90+ DPD
LN04503,CUST04503,Education Loan,449000,144786.9,10.47,60,9644.09,2020-09-22,Written-Off
LN04504,CUST04504,Personal Loan,356000,257715.56,14.74,84,6817.82,2019-04-02,Active
LN04505,CUST04505,Auto Loan,764000,571686.08,10.27,84,12790.14,2020-10-30,Active
LN04506,CUST04506,Home Loan,2446000,1408262.07,8.21,60,49842.25,2022-02-08,60 DPD
LN04507,CUST04507,Personal Loan,225000,144788.24,13.96,84,4211.53,2020-01-30,Active
LN04508,CUST04508,Gold Loan,132000,87433.8,10.74,36,4305.28,2021-11-19,Active
LN04509,CUST04509,Home Loan,3017000,2011427.03,7.98,12,262416.19,2023-08-31,Active
LN04510,CUST04510,Personal Loan,288000,204155.74,13.87,180,3810.29,2023-02-07,Active
LN04511,CUST04511,Education Loan,536000,342811.03,9.34,180,5545.41,2019-06-26,Active
LN04512,CUST04512,Auto Loan,624000,433360.41,10.3,84,10456.12,2023-07-25,Active
LN04513,CUST04513,Auto Loan,463000,347027.04,10.62,48,11881.21,2020-05-27,Active
LN04514,CUST04514,Business Loan,1601000,1159085.74,11.53,36,52817.43,2022-08-04,Active
LN04515,CUST04515,Home Loan,3088000,2235879.28,9.28,48,77256.23,2022-08-11,Active
LN04516,CUST04516,Education Loan,542000,390974.8,9.11,84,8750.57,2023-06-09,Active
LN04517,CUST04517,Business Loan,951000,552560.4,12.46,48,25258.8,2019-05-10,60 DPD
LN04518,CUST04518,Home Loan,3566000,2393022.52,7.0,84,53820.5,2023-10-04,Active
LN04519,CUST04519,Personal Loan,228000,165431.55,14.11,84,4286.59,2023-08-22,Active
LN04520,CUST04520,Personal Loan,360000,255658.38,12.79,60,8152.46,2020-10-19,Active
LN04521,CUST04521,Home Loan,2528000,1676700.03,8.1,180,24305.05,2019-05-15,Active
LN04522,CUST04522,Personal Loan,276000,206347.95,11.69,120,3910.5,2021-02-11,Active
LN04523,CUST04523,Auto Loan,642000,480382.28,9.82,84,10598.35,2020-02-17,Active
LN04524,CUST04524,Business Loan,1392000,945954.65,13.06,36,46942.22,2023-05-01,Active
LN04525,CUST04525,Auto Loan,307000,221725.57,8.75,180,3068.31,2022-04-22,Active
LN04526,CUST04526,Business Loan,1500000,1071230.69,12.16,36,49936.17,2019-01-03,Active
LN04527,CUST04527,Home Loan,3268000,2298024.63,7.0,48,78256.33,2019-05-21,Active
LN04528,CUST04528,Home Loan,2528000,1663034.34,8.38,120,31181.57,2021-12-26,Active
LN04529,CUST04529,Gold Loan,139000,95928.46,9.69,36,4464.94,2021-12-31,Active
LN04530,CUST04530,Business Loan,997000,717458.46,11.91,60,22132.4,2023-09-10,Active
LN04531,CUST04531,Home Loan,2863000,1543315.66,9.12,60,59598.05,2022-02-12,90+ DPD
LN04532,CUST04532,Auto Loan,959000,677563.94,9.6,60,20187.68,2021-06-18,Active
LN04533,CUST04533,Personal Loan,344000,248409.6,15.57,180,4949.58,2020-03-01,Active
LN04534,CUST04534,Personal Loan,325000,240601.66,14.38,120,5120.68,2023-06-23,Active
LN04535,CUST04535,Business Loan,1008000,712202.86,12.17,36,33561.93,2020-08-10,Active
LN04536,CUST04536,Education Loan,224000,146939.77,10.87,24,10426.64,2022-07-27,30 DPD
LN04537,CUST04537,Home Loan,1255000,403543.07,9.62,180,13196.05,2022-10-13,Written-Off
LN04538,CUST04538,Personal Loan,399000,192574.64,13.07,60,9092.78,2019-10-02,90+ DPD
LN04539,CUST04539,Home Loan,2854000,1977727.66,8.9,36,90623.67,2023-11-18,Active
LN04540,CUST04540,Education Loan,624000,404044.94,9.26,60,13032.1,2022-01-28,Active
LN04541,CUST04541,Personal Loan,373000,177160.0,14.23,12,33530.97,2021-09-21,NPA
LN04542,CUST04542,Gold Loan,178000,119691.34,10.26,36,5765.31,2019-03-23,Active
LN04543,CUST04543,Education Loan,630000,434300.69,8.32,60,12870.83,2021-03-18,Active
LN04544,CUST04544,Home Loan,1858000,1321047.5,8.6,48,45884.32,2021-01-29,Active
LN04545,CUST04545,Education Loan,585000,406139.55,10.67,48,15026.05,2023-07-21,Active
LN04546,CUST04546,Personal Loan,341000,228235.66,14.11,84,6411.08,2022-07-03,Active
LN04547,CUST04547,Home Loan,3492000,2612829.01,8.84,120,43933.37,2021-03-12,Active
LN04548,CUST04548,Personal Loan,50000,36646.65,14.36,84,946.97,2023-10-19,Active
LN04549,CUST04549,Gold Loan,258000,167458.41,7.93,60,5222.67,2020-09-27,Active
LN04550,CUST04550,Personal Loan,376000,207595.65,13.95,84,7035.86,2021-10-27,60 DPD
LN04551,CUST04551,Auto Loan,754000,497155.91,10.99,84,12906.35,2019-03-16,Active
LN04552,CUST04552,Personal Loan,214000,134140.46,13.96,84,4005.64,2023-04-23,30 DPD
LN04553,CUST04553,Personal Loan,274000,181111.13,12.52,48,7285.63,2021-07-03,Active
LN04554,CUST04554,Education Loan,552000,371292.18,9.2,24,25268.66,2023-10-29,Active
LN04555,CUST04555,Business Loan,1501000,1044847.74,12.01,84,26504.78,2023-08-11,Active
LN04556,CUST04556,Home Loan,3644000,2382117.58,7.84,24,164542.46,2020-04-19,Active
LN04557,CUST04557,Home Loan,2964000,1393044.51,7.78,60,59787.64,2019-08-11,NPA
LN04558,CUST04558,Personal Loan,366000,248257.13,13.89,36,12489.47,2023-10-19,Active
LN04559,CUST04559,Personal Loan,318000,235434.07,14.82,48,8821.19,2022-02-27,Active
LN04560,CUST04560,Education Loan,348000,223028.03,7.99,60,7054.52,2020-07-02,Active
LN04561,CUST04561,Home Loan,1913000,1385617.1,8.11,120,23321.31,2019-01-31,Active
LN04562,CUST04562,Education Loan,645000,341244.38,8.92,84,10351.29,2019-08-27,90+ DPD
LN04563,CUST04563,Auto Loan,848000,575305.38,11.2,36,27842.82,2023-04-27,30 DPD
LN04564,CUST04564,Home Loan,2038000,1329459.48,9.08,120,25904.84,2022-07-09,Active
LN04565,CUST04565,Personal Loan,232000,129499.62,14.61,60,5471.88,2023-07-04,60 DPD
LN04566,CUST04566,Home Loan,2985000,2158258.69,9.21,36,95214.21,2021-09-07,Active
LN04567,CUST04567,Home Loan,2274000,1581056.15,9.44,60,47691.58,2023-07-31,Active
LN04568,CUST04568,Auto Loan,534000,389733.99,10.23,36,17288.4,2020-12-14,Active
LN04569,CUST04569,Personal Loan,331000,247650.61,13.88,48,9025.15,2020-08-20,Active
LN04570,CUST04570,Auto Loan,842000,608448.33,10.42,120,11323.84,2020-04-23,Active
LN04571,CUST04571,Personal Loan,201000,117868.46,13.53,84,3714.75,2022-04-19,60 DPD
LN04572,CUST04572,Home Loan,2246000,1575318.07,8.5,60,46080.13,2021-06-25,Active
LN04573,CUST04573,Personal Loan,366000,252395.67,13.88,36,12487.69,2020-01-09,Active
LN04574,CUST04574,Education Loan,736000,538339.88,9.86,36,23700.3,2023-06-07,Active
LN04575,CUST04575,Home Loan,2719000,1804596.74,8.67,240,23889.48,2022-10-16,Active
LN04576,CUST04576,Auto Loan,593000,435507.1,10.14,48,15079.91,2021-08-29,Active
LN04577,CUST04577,Home Loan,1878000,1374136.98,9.07,60,39048.02,2020-05-14,Active
LN04578,CUST04578,Home Loan,2499000,1800363.69,8.4,60,51150.45,2019-08-18,Active
LN04579,CUST04579,Personal Loan,297000,212588.74,12.52,12,26460.39,2022-07-19,Active
LN04580,CUST04580,Personal Loan,106000,48723.39,13.66,180,1387.52,2021-11-02,90+ DPD
LN04581,CUST04581,Education Loan,246000,184234.86,8.78,24,11213.63,2022-12-16,Active
LN04582,CUST04582,Personal Loan,94000,64069.47,14.33,84,1778.74,2020-02-03,Active
LN04583,CUST04583,Home Loan,2511000,1708057.98,8.03,120,30505.18,2021-11-07,Active
LN04584,CUST04584,Auto Loan,921000,321787.79,9.6,84,15100.01,2022-11-24,Written-Off
LN04585,CUST04585,Personal Loan,382000,253920.19,13.83,120,5892.19,2019-06-18,Active
LN04586,CUST04586,Personal Loan,185000,64294.79,13.49,84,3414.99,2021-12-09,Written-Off
LN04587,CUST04587,Education Loan,362000,246461.93,10.45,48,9259.68,2019-04-16,Active
LN04588,CUST04588,Home Loan,1524000,988383.86,8.33,120,18757.14,2022-02-05,Active
LN04589,CUST04589,Business Loan,1027000,648399.95,11.76,180,12167.6,2019-07-16,30 DPD
LN04590,CUST04590,Personal Loan,383000,223334.98,12.89,48,10254.03,2022-05-27,60 DPD
LN04591,CUST04591,Personal Loan,402000,283819.44,12.55,60,9054.4,2022-02-25,Active
LN04592,CUST04592,Business Loan,796000,426756.16,11.58,60,17538.1,2023-09-26,90+ DPD
LN04593,CUST04593,Education Loan,517000,351905.61,9.83,36,16640.9,2019-02-10,Active
LN04594,CUST04594,Home Loan,1942000,960906.2,9.53,24,89192.76,2022-10-25,90+ DPD
LN04595,CUST04595,Personal Loan,302000,200880.51,14.18,36,10348.07,2023-07-14,Active
LN04596,CUST04596,Personal Loan,243000,154776.35,13.04,120,3633.99,2020-06-22,30 DPD
LN04597,CUST04597,Personal Loan,250000,185802.56,13.63,60,5769.22,2020-11-29,Active
LN04598,CUST04598,Education Loan,302000,204267.26,9.52,120,3911.11,2022-09-06,Active
LN04599,CUST04599,Personal Loan,50000,32521.64,14.43,84,948.92,2020-01-18,Active
LN04600,CUST04600,Home Loan,2214000,1081883.99,9.55,48,55675.5,2019-05-22,90+ DPD
LN04601,CUST04601,Personal Loan,330000,243163.77,11.94,36,10951.27,2021-07-19,Active
LN04602,CUST04602,Home Loan,2653000,1959955.26,9.61,60,55860.66,2019-10-06,Active
LN04603,CUST04603,Personal Loan,165000,68768.9,12.24,180,2005.83,2023-02-23,NPA
LN04604,CUST04604,Personal Loan,97000,70180.43,13.72,120,1489.8,2019-01-22,Active
LN04605,CUST04605,Auto Loan,683000,362987.33,8.33,84,10758.02,2023-04-12,60 DPD
LN04606,CUST04606,Personal Loan,196000,144451.53,14.31,84,3706.69,2020-03-09,Active
LN04607,CUST04607,Home Loan,2162000,1493856.54,8.23,60,44075.93,2019-01-25,Active
LN04608,CUST04608,Business Loan,649000,434618.52,12.54,36,21723.86,2019-07-01,30 DPD
LN04609,CUST04609,Auto Loan,373000,218428.31,9.77,36,11995.42,2020-11-19,30 DPD
LN04610,CUST04610,Personal Loan,405000,261668.3,14.28,60,9482.54,2022-09-26,Active
LN04611,CUST04611,Gold Loan,171000,127006.0,7.67,48,4148.17,2019-04-13,Active
LN04612,CUST04612,Business Loan,993000,719317.73,12.49,84,17790.44,2021-06-17,Active
LN04613,CUST04613,Home Loan,3166000,2070161.63,8.83,48,78530.73,2020-10-26,Active
LN04614,CUST04614,Auto Loan,704000,519327.06,10.3,24,32583.59,2020-05-09,Active
LN04615,CUST04615,Personal Loan,266000,91058.11,13.91,84,4971.63,2019-11-20,Written-Off
LN04616,CUST04616,Home Loan,3743000,1219221.17,9.41,84,61003.15,2021-02-21,Written-Off
LN04617,CUST04617,Home Loan,3792000,1160980.6,9.29,36,121097.04,2023-09-27,Written-Off
LN04618,CUST04618,Personal Loan,209000,143170.04,12.37,240,2355.41,2020-10-12,Active
LN04619,CUST04619,Personal Loan,325000,227306.56,13.59,48,8814.41,2019-04-02,Active
LN04620,CUST04620,Business Loan,1043000,689501.56,12.28,84,18568.34,2020-05-29,Active
LN04621,CUST04621,Home Loan,3147000,2310139.58,8.45,180,30897.59,2019-05-05,Active
LN04622,CUST04622,Business Loan,682000,498729.26,12.12,36,22691.27,2021-10-08,Active
LN04623,CUST04623,Business Loan,1383000,885288.52,12.38,120,20147.02,2023-04-03,Active
LN04624,CUST04624,Education Loan,361000,209381.49,10.11,84,6013.57,2021-05-27,30 DPD
LN04625,CUST04625,Home Loan,2399000,1647260.33,8.96,36,76242.91,2020-11-23,Active
LN04626,CUST04626,Auto Loan,461000,246109.77,10.69,84,7818.5,2019-09-22,90+ DPD
LN04627,CUST04627,Personal Loan,252000,165399.74,15.08,120,4078.0,2023-07-21,30 DPD
LN04628,CUST04628,Auto Loan,483000,359993.17,9.83,84,7976.01,2019-12-01,Active
LN04629,CUST04629,Personal Loan,214000,143261.39,13.39,84,3938.6,2019-04-14,Active
LN04630,CUST04630,Business Loan,1232000,919587.53,12.56,36,41250.33,2020-03-15,Active
LN04631,CUST04631,Home Loan,2467000,802771.96,8.5,36,77877.11,2023-12-11,Written-Off
LN04632,CUST04632,Auto Loan,1119000,790281.65,9.73,60,23627.06,2019-12-24,Active
LN04633,CUST04633,Education Loan,467000,309738.36,9.14,60,9725.91,2023-09-21,Active
LN04634,CUST04634,Auto Loan,535000,368831.79,10.5,180,5913.88,2023-12-10,Active
LN04635,CUST04635,Home Loan,2107000,1096176.0,8.86,60,43594.83,2023-11-22,90+ DPD
LN04636,CUST04636,Home Loan,2384000,1312691.28,9.99,48,60452.95,2022-09-15,60 DPD
LN04637,CUST04637,Personal Loan,328000,211670.7,12.68,36,11001.13,2020-09-11,Active
LN04638,CUST04638,Personal Loan,264000,193181.27,12.7,24,12513.87,2023-10-24,Active
LN04639,CUST04639,Home Loan,1534000,983688.07,8.55,24,69764.1,2022-11-13,Active
LN04640,CUST04640,Home Loan,3200000,2074665.03,7.87,60,64685.55,2022-09-27,Active
LN04641,CUST04641,Education Loan,683000,484365.72,8.08,36,21427.95,2021-05-16,Active
LN04642,CUST04642,Home Loan,2181000,1554412.81,8.16,120,26646.3,2019-09-18,Active
LN04643,CUST04643,Business Loan,1446000,1011270.7,13.73,60,33443.83,2023-11-21,Active
LN04644,CUST04644,Personal Loan,255000,164793.22,15.49,120,4190.89,2020-01-31,Active
LN04645,CUST04645,Education Loan,656000,475531.81,9.93,48,16615.81,2020-08-19,Active
LN04646,CUST04646,Home Loan,1788000,1260179.38,7.61,60,35921.39,2020-02-14,Active
LN04647,CUST04647,Business Loan,1712000,878784.07,11.37,60,37539.71,2022-11-09,90+ DPD
LN04648,CUST04648,Home Loan,1181000,612661.98,8.57,240,10301.38,2023-11-12,60 DPD
LN04649,CUST04649,Home Loan,1675000,881958.89,8.1,84,26190.44,2019-05-18,60 DPD
LN04650,CUST04650,Home Loan,4148000,2424360.78,8.63,60,85362.7,2022-07-02,60 DPD
LN04651,CUST04651,Home Loan,1216000,867919.53,8.53,60,24965.69,2020-02-26,Active
LN04652,CUST04652,Personal Loan,278000,85599.98,12.52,36,9302.77,2019-06-01,Written-Off
LN04653,CUST04653,Education Loan,421000,136406.43,9.46,84,6872.2,2022-02-13,Written-Off
LN04654,CUST04654,Home Loan,2523000,1697084.79,8.87,240,22489.57,2021-01-04,Active
LN04655,CUST04655,Education Loan,538000,380797.25,9.2,24,24627.79,2023-11-08,Active
LN04656,CUST04656,Education Loan,464000,337428.9,10.26,60,9918.09,2019-02-16,Active
LN04657,CUST04657,Business Loan,1222000,654631.75,12.04,60,27207.42,2022-07-05,60 DPD
LN04658,CUST04658,Home Loan,3559000,1820762.08,8.4,120,43936.39,2022-10-28,90+ DPD
LN04659,CUST04659,Home Loan,2064000,1416664.77,8.55,12,180069.42,2023-06-19,Active
LN04660,CUST04660,Home Loan,1159000,763995.27,8.07,24,52455.44,2022-11-04,Active
LN04661,CUST04661,Personal Loan,239000,163024.1,13.82,12,21438.88,2023-07-24,Active
LN04662,CUST04662,Personal Loan,327000,212296.79,12.81,36,10988.02,2022-03-27,Active
LN04663,CUST04663,Personal Loan,315000,224118.42,15.41,84,6151.16,2022-03-22,Active
LN04664,CUST04664,Home Loan,3162000,2370858.81,10.12,24,146085.45,2020-01-04,Active
LN04665,CUST04665,Auto Loan,1091000,638882.85,9.94,60,23148.33,2023-06-07,60 DPD
LN04666,CUST04666,Personal Loan,319000,233938.21,13.96,120,4945.33,2019-07-09,Active
LN04667,CUST04667,Personal Loan,263000,174342.37,13.98,12,23611.54,2021-02-04,Active
LN04668,CUST04668,Home Loan,1955000,1269667.18,8.98,12,170949.51,2022-07-04,Active
LN04669,CUST04669,Auto Loan,661000,382202.72,10.55,240,6621.51,2021-05-18,30 DPD
LN04670,CUST04670,Auto Loan,879000,573475.8,10.61,84,14870.98,2023-02-08,30 DPD
LN04671,CUST04671,Education Loan,409000,298612.19,10.05,24,18882.71,2022-04-29,Active
LN04672,CUST04672,Business Loan,1179000,776692.7,11.37,48,30684.15,2022-04-25,Active
LN04673,CUST04673,Education Loan,337000,232970.45,9.86,240,3220.93,2023-07-06,Active
LN04674,CUST04674,Home Loan,2486000,1748442.35,7.9,36,77787.57,2022-08-26,Active
LN04675,CUST04675,Home Loan,1338000,811061.17,8.92,84,21472.9,2021-08-22,60 DPD
LN04676,CUST04676,Business Loan,830000,614464.52,12.75,36,27866.14,2020-03-14,Active
LN04677,CUST04677,Education Loan,722000,461553.35,9.8,48,18242.52,2023-06-18,Active
LN04678,CUST04678,Education Loan,539000,346597.36,10.1,120,7152.81,2022-08-14,Active
LN04679,CUST04679,Auto Loan,672000,360642.91,10.18,12,59135.75,2021-09-13,90+ DPD
LN04680,CUST04680,Home Loan,2703000,1740829.84,9.98,48,68529.1,2021-03-31,Active
LN04681,CUST04681,Business Loan,1154000,735518.28,12.33,60,25862.95,2019-08-22,30 DPD
